"","V1","V2","V3"
"0610039K10Rik",1,1,1
"1110017D15Rik",1,1,1
"1700001O22Rik",1,1,1
"1700001P01Rik",1,1,1
"1700008O03Rik",1,1,1
"1700012B07Rik",1,1,1
"1700016D06Rik",1,1,1
"1700016P04Rik",1,1,1
"1700018C11Rik",1,1,1
"1700019D03Rik",1,1,1
"1700020A23Rik",1,1,1
"1700026D08Rik",1,1,1
"1700028I16Rik",1,1,1
"1700034F02Rik",1,1,1
"1700034H15Rik",1,1,1
"1700054O13Rik",1,1,1
"1700065J18Rik",1,1,1
"1700067K01Rik",1,1,1
"1700088E04Rik",1,1,1
"1810062G17Rik",1,1,1
"2310002D06Rik",1,1,1
"2410003L11Rik",1,1,1
"2410114N07Rik",1,1,1
"2600006L11Rik",1,1,1
"2610017I09Rik",1,1,1
"2810459M11Rik",1,1,1
"2900009J06Rik",1,1,1
"2900092D14Rik",1,1,1
"3110021A11Rik",1,1,1
"3200001D21Rik",1,1,1
"4632428C04Rik",1,1,1
"4921507L20Rik",1,1,1
"4921530D09Rik",1,1,1
"4930430D24Rik",1,1,1
"4930443O20Rik",1,1,1
"4930447K03Rik",1,1,1
"4930451C15Rik",1,1,1
"4930465K10Rik",1,1,1
"4930487H11Rik",1,1,1
"4930502E09Rik",1,1,1
"4930542D17Rik",1,1,1
"4933401D09Rik",1,1,1
"4933416M07Rik",1,1,1
"4933427G17Rik",1,1,1
"4933430H16Rik",1,1,1
"5330417C22Rik",1,1,1
"5430427O19Rik",1,1,1
"5730420D15Rik",1,1,1
"5830403L16Rik",1,1,1
"5830454E08Rik",1,1,1
"6330403A02Rik",1,1,1
"6330418K02Rik",1,1,1
"6430550D23Rik",1,1,1
"9130017N09Rik",1,1,1
"9430018G01Rik",1,1,1
"9530059O14Rik",1,1,1
"A230072E10Rik",1,1,1
"A730036I17Rik",1,1,1
"A930024E05Rik",1,1,1
"Abca4",1,1,1
"Abhd16b",1,1,1
"Acbd7",1,1,1
"Actl7b",1,1,1
"Actl9",1,1,1
"Acvr1c",1,1,1
"Adamts18",1,1,1
"Adh4",1,1,1
"Adh6-ps1",1,1,1
"Adra2b",1,1,1
"Adrb3",1,1,1
"AF357355",1,1,1
"Agxt",1,1,1
"AI463170",1,1,1
"AI593442",1,1,1
"AI836003",1,1,1
"Aifm3",1,1,1
"Akr1c19",1,1,1
"Aldh8a1",1,1,1
"Alox15",1,1,1
"Alpk2",1,1,1
"Als2cr12",1,1,1
"Ankrd45",1,1,1
"Ankrd66",1,1,1
"Ano4",1,1,1
"Anxa13",1,1,1
"Apobec2",1,1,1
"Arhgef16",1,1,1
"Arx",1,1,1
"Asb14",1,1,1
"Asb16",1,1,1
"Asic2",1,1,1
"Asic4",1,1,1
"Asphd1",1,1,1
"Atp7b",1,1,1
"Atp8a2",1,1,1
"AU023762",1,1,1
"Avpr1b",1,1,1
"B230119M05Rik",1,1,1
"B4galnt4",1,1,1
"Baat1",1,1,1
"Barhl2",1,1,1
"BC021767",1,1,1
"BC048609",1,1,1
"BC048644",1,1,1
"Bcl2l14",1,1,1
"Bend7",1,1,1
"Bmp15",1,1,1
"Bpifb9a",1,1,1
"Bspry",1,1,1
"Btn1a1",1,1,1
"C1ql4",1,1,1
"C2cd4d",1,1,1
"C530005A16Rik",1,1,1
"C630020P19Rik",1,1,1
"C7",1,1,1
"Cabp4",1,1,1
"Cabp5",1,1,1
"Cadps",1,1,1
"Camk1g",1,1,1
"Capn12",1,1,1
"Car5a",1,1,1
"Car7",1,1,1
"Catsper3",1,1,1
"Catsperg1",1,1,1
"Catsperg2",1,1,1
"Cbln2",1,1,1
"Ccdc108",1,1,1
"Ccdc151",1,1,1
"Ccl24",1,1,1
"Ccna1",1,1,1
"Ccnb3",1,1,1
"Cd4",1,1,1
"Cd5",1,1,1
"Cd5l",1,1,1
"Cd79a",1,1,1
"Cdh20",1,1,1
"Cdh22",1,1,1
"Cers3",1,1,1
"Ces2g",1,1,1
"Chrdl2",1,1,1
"Chrna2",1,1,1
"Chrna4",1,1,1
"Clca3",1,1,1
"Cldn20",1,1,1
"Cldn26",1,1,1
"Cldn7",1,1,1
"Clec2l",1,1,1
"Clic3",1,1,1
"Cmtm1",1,1,1
"Cntn1",1,1,1
"Col9a1",1,1,1
"Colec11",1,1,1
"Crhr2",1,1,1
"Crtac1",1,1,1
"Csrp3",1,1,1
"Ctrl",1,1,1
"Cyp2d26",1,1,1
"Cyp2d34",1,1,1
"Cyp2d40",1,1,1
"Cyp2d9",1,1,1
"Cyp4a31",1,1,1
"Cyp4a32",1,1,1
"D1Pas1",1,1,1
"D430041D05Rik",1,1,1
"D4Ertd617e",1,1,1
"D5Ertd605e",1,1,1
"D630010B17Rik",1,1,1
"D930048N14Rik",1,1,1
"Dazl",1,1,1
"Dfnb59",1,1,1
"Dlx5",1,1,1
"Dmbx1",1,1,1
"Dnahc5",1,1,1
"Dok7",1,1,1
"Doxl2",1,1,1
"Dppa1",1,1,1
"Dppa2",1,1,1
"Drd2",1,1,1
"E130309D14Rik",1,1,1
"E230008N13Rik",1,1,1
"E230016M11Rik",1,1,1
"E330011O21Rik",1,1,1
"Ect2l",1,1,1
"Edar",1,1,1
"Efcab3",1,1,1
"Efcab8",1,1,1
"Eif3j2",1,1,1
"Elovl3",1,1,1
"Endou",1,1,1
"Enpp6",1,1,1
"Ephx4",1,1,1
"Epyc",1,1,1
"Extl1",1,1,1
"F10",1,1,1
"Fa2h",1,1,1
"Faah",1,1,1
"Fam186b",1,1,1
"Fam83e",1,1,1
"Fam83g",1,1,1
"Fbxo41",1,1,1
"Fermt1",1,1,1
"Fetub",1,1,1
"Fezf2",1,1,1
"Fgf3",1,1,1
"Fgf8",1,1,1
"Flt3",1,1,1
"Fndc3c1",1,1,1
"Foxl2os",1,1,1
"Fstl5",1,1,1
"Gabra5",1,1,1
"Gchfr",1,1,1
"Gck",1,1,1
"Gdf9",1,1,1
"Gfi1",1,1,1
"Gfra3",1,1,1
"Ggt1",1,1,1
"Ggt6",1,1,1
"Gjb6",1,1,1
"Gm10125",1,1,1
"Gm10406",1,1,1
"Gm10536",1,1,1
"Gm10549",1,1,1
"Gm11545",1,1,1
"Gm11992",1,1,1
"Gm13483",1,1,1
"Gm13490",1,1,1
"Gm15612",1,1,1
"Gm15787",1,1,1
"Gm16523",1,1,1
"Gm1995",1,1,1
"Gm20125",1,1,1
"Gm20337",1,1,1
"Gm2897",1,1,1
"Gm5126",1,1,1
"Gm5294",1,1,1
"Gm5464",1,1,1
"Gm5766",1,1,1
"Gm5796",1,1,1
"Gm5941",1,1,1
"Gm6277",1,1,1
"Gm648",1,1,1
"Gm7104",1,1,1
"Gm7616",1,1,1
"Gm7977",1,1,1
"Gm8979",1,1,1
"Gm9268",1,1,1
"Gm960",1,1,1
"Gm9920",1,1,1
"Gna14",1,1,1
"Gnat3",1,1,1
"Got1l1",1,1,1
"Gpha2",1,1,1
"Gpr171",1,1,1
"Gpr21",1,1,1
"Gpr31b",1,1,1
"Gpr83",1,1,1
"Grap2",1,1,1
"Grhl3",1,1,1
"Grifin",1,1,1
"Grik2",1,1,1
"Gsta3",1,1,1
"Gzmg",1,1,1
"Gzmn",1,1,1
"Hapln3",1,1,1
"Hdc",1,1,1
"Helt",1,1,1
"Henmt1",1,1,1
"Hes7",1,1,1
"Hist1h2ak",1,1,1
"Hist1h2an",1,1,1
"Hist1h2bl",1,1,1
"Hist1h3f",1,1,1
"Hist1h4k",1,1,1
"Hist3h2ba",1,1,1
"Hist3h2bb-ps",1,1,1
"Hpcal4",1,1,1
"Hpn",1,1,1
"Hrc",1,1,1
"Hrh3",1,1,1
"Hsd17b14",1,1,1
"Hsf5",1,1,1
"Hspb3",1,1,1
"Htr2c",1,1,1
"Icam2",1,1,1
"Icos",1,1,1
"Ifi44l",1,1,1
"Ifitm7",1,1,1
"Igdcc3",1,1,1
"Igj",1,1,1
"Igsf1",1,1,1
"Il1rapl1",1,1,1
"Il23r",1,1,1
"Inpp5j",1,1,1
"Insl3",1,1,1
"Insm1",1,1,1
"Itih1",1,1,1
"Kbtbd13",1,1,1
"Kcng3",1,1,1
"Kcnmb3",1,1,1
"Kcnq3",1,1,1
"Klf1",1,1,1
"Klhl34",1,1,1
"Klk4",1,1,1
"Klkb1",1,1,1
"Klrb1f",1,1,1
"Klrg1",1,1,1
"Krt12",1,1,1
"Ksr2",1,1,1
"Kynu",1,1,1
"Lama3",1,1,1
"Lat",1,1,1
"Lce3f",1,1,1
"Ldhal6b",1,1,1
"Ldhd",1,1,1
"Lgals12",1,1,1
"Lgals2",1,1,1
"Lgals4",1,1,1
"Lhfpl1",1,1,1
"Lhx1",1,1,1
"Lin28b",1,1,1
"Lipn",1,1,1
"Lmo3",1,1,1
"Lmod3",1,1,1
"Lpar5",1,1,1
"Lrrc34",1,1,1
"Lrrc48",1,1,1
"Lrrtm4",1,1,1
"Mag",1,1,1
"Mageb3",1,1,1
"Magix",1,1,1
"Masp2",1,1,1
"Mcoln3",1,1,1
"Mef2b",1,1,1
"Mep1a",1,1,1
"Mettl7b",1,1,1
"Mgst2",1,1,1
"Miox",1,1,1
"Mir10a",1,1,1
"Mir10b",1,1,1
"Mir148a",1,1,1
"Mir154",1,1,1
"Mir1943",1,1,1
"Mir199a-1",1,1,1
"Mir25",1,1,1
"Mir2861",1,1,1
"Mir301",1,1,1
"Mir3068",1,1,1
"Mir330",1,1,1
"Mir34a",1,1,1
"Mir409",1,1,1
"Mir485",1,1,1
"Mir5103",1,1,1
"Mir684-1",1,1,1
"Mirlet7g",1,1,1
"Mlxipl",1,1,1
"Mmp1a",1,1,1
"Mmp25",1,1,1
"Morn3",1,1,1
"Mrap",1,1,1
"Mrap2",1,1,1
"Mroh2a",1,1,1
"Mstn",1,1,1
"Musk",1,1,1
"Myb",1,1,1
"Myh13",1,1,1
"Myh7b",1,1,1
"Myl1",1,1,1
"Mylk3",1,1,1
"Myo15",1,1,1
"Myog",1,1,1
"Myom2",1,1,1
"Naaladl1",1,1,1
"Necab1",1,1,1
"Neto1",1,1,1
"Nfe2",1,1,1
"Nkx2-3",1,1,1
"Nkx2-6",1,1,1
"Nkx2-9",1,1,1
"Nkx3-1",1,1,1
"Nlrp4f",1,1,1
"Nos3",1,1,1
"Npas1",1,1,1
"Npbwr1",1,1,1
"Npc1l1",1,1,1
"Npr1",1,1,1
"Npw",1,1,1
"Nr1h5",1,1,1
"Nrl",1,1,1
"Nuggc",1,1,1
"Nupr1l",1,1,1
"Ocstamp",1,1,1
"Odf3l1",1,1,1
"Oit3",1,1,1
"Olfm3",1,1,1
"Olfr1314",1,1,1
"Olfr1317",1,1,1
"Olfr31",1,1,1
"Olfr456",1,1,1
"Olfr543",1,1,1
"Olfr545",1,1,1
"Oprd1",1,1,1
"Otc",1,1,1
"Otog",1,1,1
"Otogl",1,1,1
"Otop2",1,1,1
"Otx1",1,1,1
"P2rx1",1,1,1
"Pak6",1,1,1
"Paqr6",1,1,1
"Pcsk1n",1,1,1
"Pde9a",1,1,1
"Pdzd9",1,1,1
"Pigz",1,1,1
"Pirt",1,1,1
"Pkd1l2",1,1,1
"Pkhd1",1,1,1
"Pkhd1l1",1,1,1
"Plcxd3",1,1,1
"Plekhs1",1,1,1
"Plk5",1,1,1
"Pllp",1,1,1
"Pnliprp2",1,1,1
"Pou3f2",1,1,1
"Ppm1n",1,1,1
"Ppp1r32",1,1,1
"Ppp1r42",1,1,1
"Ppp2r2c",1,1,1
"Proc",1,1,1
"Prrt1",1,1,1
"Prss45",1,1,1
"Psg28",1,1,1
"Pspn",1,1,1
"Ptk6",1,1,1
"Rab19",1,1,1
"Rab44",1,1,1
"Rad51ap2",1,1,1
"Rbbp8nl",1,1,1
"Rbp2",1,1,1
"Rcvrn",1,1,1
"Rd3",1,1,1
"Retnlb",1,1,1
"Rgs18",1,1,1
"Rgs7",1,1,1
"Rhbdl2",1,1,1
"Rhov",1,1,1
"Rimklb",1,1,1
"Rnf208",1,1,1
"Rnu73b",1,1,1
"Rundc3b",1,1,1
"S1pr4",1,1,1
"Scg5",1,1,1
"Scrt2",1,1,1
"Sct",1,1,1
"Serpina6",1,1,1
"Serpinb6c",1,1,1
"Sh2d1b2",1,1,1
"Sh2d4b",1,1,1
"Shbg",1,1,1
"Shc3",1,1,1
"Six3",1,1,1
"Slc17a6",1,1,1
"Slc18a3",1,1,1
"Slc25a31",1,1,1
"Slc44a5",1,1,1
"Slc7a13",1,1,1
"Slc9a7",1,1,1
"Slco1c1",1,1,1
"Slco4a1",1,1,1
"Slitrk1",1,1,1
"Smim6",1,1,1
"Smok4a",1,1,1
"Smyd1",1,1,1
"Snap25",1,1,1
"Snora5c",1,1,1
"Snora62",1,1,1
"Snord11",1,1,1
"Snord23",1,1,1
"Snord38a",1,1,1
"Snord43",1,1,1
"Snord4a",1,1,1
"Snord55",1,1,1
"Snord66",1,1,1
"Snord73a",1,1,1
"Snord8",1,1,1
"Snord88a",1,1,1
"Sost",1,1,1
"Sowahb",1,1,1
"Speer4b",1,1,1
"Srpk3",1,1,1
"Sstr3",1,1,1
"St18",1,1,1
"St8sia3",1,1,1
"Stk31",1,1,1
"Styxl1",1,1,1
"Sult1a1",1,1,1
"Sult2a1",1,1,1
"Susd4",1,1,1
"Synpo2l",1,1,1
"Sytl1",1,1,1
"Tacr3",1,1,1
"Tas2r143",1,1,1
"Tbc1d21",1,1,1
"Tbrg3",1,1,1
"Tcam1",1,1,1
"Tcp10a",1,1,1
"Tcte2",1,1,1
"Tctex1d4",1,1,1
"Tdg",1,1,1
"Tecrl",1,1,1
"Terc",1,1,1
"Tex22",1,1,1
"Themis",1,1,1
"Tm6sf2",1,1,1
"Tmc2",1,1,1
"Tmc5",1,1,1
"Tmem116",1,1,1
"Tmem130",1,1,1
"Tmem178b",1,1,1
"Tmem184a",1,1,1
"Tmem200c",1,1,1
"Tmem212",1,1,1
"Tmem229a",1,1,1
"Tmem253",1,1,1
"Tmem255b",1,1,1
"Tmem40",1,1,1
"Tmem82",1,1,1
"Tmprss6",1,1,1
"Tnfrsf13c",1,1,1
"Tnfrsf25",1,1,1
"Trdn",1,1,1
"Treml2",1,1,1
"Trhr2",1,1,1
"Trim30e-ps1",1,1,1
"Trim67",1,1,1
"Trim69",1,1,1
"Trpc5",1,1,1
"Tshb",1,1,1
"Tssk1",1,1,1
"Ttc16",1,1,1
"Txndc2",1,1,1
"Ube2u",1,1,1
"Uts2d",1,1,1
"Vmn2r57",1,1,1
"Vmn2r60",1,1,1
"Vmn2r62",1,1,1
"Vmo1",1,1,1
"Wdr27",1,1,1
"Xkr7",1,1,1
"Zar1",1,1,1
"Zfp366",1,1,1
"0610038B21Rik",2,1,2
"1110059M19Rik",2,1,2
"1600029D21Rik",2,2,2
"1700011A15Rik",2,2,2
"1700022I11Rik",2,2,2
"1700028P14Rik",2,1,2
"1700042O10Rik",2,2,2
"1700055N04Rik",2,1,2
"1700084C01Rik",2,1,2
"1700108F19Rik",2,1,2
"1810019D21Rik",2,2,2
"1810035I16Rik",2,2,2
"1810064F22Rik",2,1,2
"1810065E05Rik",2,1,2
"2310002F09Rik",2,2,2
"2310039L15Rik",2,1,2
"2310068J16Rik",2,1,2
"2410004I01Rik",2,2,2
"2510003D18Rik",2,1,2
"2610016A17Rik",2,1,2
"2610037D02Rik",2,1,2
"2700081L22Rik",2,2,2
"2810471M01Rik",2,1,2
"3632454L22Rik",2,2,2
"3930402G23Rik",2,2,2
"4930405A21Rik",2,1,2
"4930483J18Rik",2,1,2
"4930506C21Rik",2,1,2
"4930524L23Rik",2,1,2
"4930524O05Rik",2,1,2
"4930539M17Rik",2,1,2
"4930549G23Rik",2,2,2
"4931406B18Rik",2,1,2
"4931423N10Rik",2,1,2
"4931440J10Rik",2,2,2
"4932412D23Rik",2,2,2
"4932438H23Rik",2,1,2
"4933406C10Rik",2,1,2
"4933409K07Rik",2,2,2
"4933433H22Rik",2,2,2
"4933439K11Rik",2,1,2
"5430402O13Rik",2,2,2
"5430437J10Rik",2,1,2
"5730435O14Rik",2,1,2
"5830418P13Rik",2,1,2
"6230400D17Rik",2,2,2
"6430571L13Rik",2,1,2
"9530026F06Rik",2,2,2
"A230057D06Rik",2,2,2
"A330040F15Rik",2,2,2
"A330050F15Rik",2,1,2
"A530050N04Rik",2,2,2
"A530072M11Rik",2,1,2
"A930003A15Rik",2,1,2
"Aadacl2",2,1,2
"Ablim2",2,2,2
"Adam30",2,1,2
"Adam32",2,1,2
"Adgb",2,2,2
"Adora3",2,1,2
"AF357399",2,2,2
"AF357426",2,1,2
"Afp",2,1,2
"Agmo",2,2,2
"AI848285",2,1,2
"Ak8",2,1,2
"Aknad1",2,2,2
"Akr1c12",2,2,2
"Akr1cl",2,1,2
"Alox12",2,1,2
"Alpk3",2,2,2
"Ambp",2,1,2
"Amdhd1",2,2,2
"Amt",2,2,2
"Ano2",2,2,2
"Aox4",2,1,2
"Apoa2",2,2,2
"Apoh",2,1,2
"Arl9",2,1,2
"Armc2",2,2,2
"Aspa",2,1,2
"Atp6v0d2",2,1,2
"AU022754",2,1,2
"B430212C06Rik",2,1,2
"Bco2",2,2,2
"Best1",2,2,2
"Bmp10",2,1,2
"Bpifb9b",2,2,2
"Brat1",2,2,2
"Bzrap1",2,2,2
"C230035I16Rik",2,2,2
"C330024C12Rik",2,1,2
"Cacna1s",2,1,2
"Capns2",2,1,2
"Ccdc110",2,2,2
"Ccdc129",2,2,2
"Ccdc147",2,2,2
"Ccdc155",2,1,2
"Ccdc170",2,1,2
"Ccdc173",2,1,2
"Ccdc177",2,2,2
"Ccdc63",2,2,2
"Cckar",2,2,2
"Ccl1",2,1,2
"Ccr10",2,2,2
"Ccr4",2,2,2
"Cct6b",2,2,2
"Cd101",2,2,2
"Cd160",2,1,2
"Cd28",2,1,2
"Cd3d",2,2,2
"Cd46",2,1,2
"Cd6",2,1,2
"Cda",2,2,2
"Cdh9",2,2,2
"Ceacam19",2,1,2
"Celf3",2,2,2
"Celf6",2,1,2
"Cer1",2,1,2
"Cidea",2,1,2
"Cilp2",2,1,2
"Cldn4",2,2,2
"Cldn5",2,1,2
"Clec2i",2,1,2
"Clgn",2,1,2
"Cml3",2,2,2
"Cnnm1",2,1,2
"Cpb1",2,2,2
"Cpb2",2,1,2
"Cpsf4l",2,1,2
