"","logFC","logCPM","LR","PValue"
"Polr2a",0.0155649693472271,8.03124891140329,0.0127196403348204,0.910203878433178
"Mapk1",0.0202489783552972,7.93592101890843,0.0345054926018094,0.852635686384269
"Col11a1",-0.135361384967626,7.9782696524283,0.569176659615408,0.450586275506359
"Map1lc3b",-0.0706136621810082,7.61784623199092,0.50266922232372,0.478329631162289
"Rock2",-0.220399494813208,8.43772838272355,3.01553952015619,0.0824700079732326
"Maged2",-0.0200496895231006,7.59824999119304,0.0233452750306782,0.87856261702124
"Myof",-0.17256537348425,8.15415067653615,2.09530022253234,0.147752685483177
"Top2b",-0.0589908756770402,7.66360432475253,0.313689426608256,0.575424981068727
"Zfp106",-0.0306118828841074,7.93439119444019,0.0832206062956358,0.772979475877244
"9930013L23Rik",-0.147519802085769,7.77659473631021,0.348791848761806,0.554797833174693
"Ilk",-0.154995053765596,8.04781805809244,1.79547362505386,0.180260676195227
"Ddost",-0.0712224345447589,7.91638777672525,0.428562285462831,0.512695257361897
"Ctsa",-0.0700754638079033,7.78187644350911,0.37817722238724,0.538580373994129
"Sec24d",-0.0113006203729812,7.85282922550289,0.0122322711416518,0.911933866051913
