"","logFC","logCPM","LR","PValue"
"Wnt11",-0.232268244605553,5.17950462731827,1.23236570487907,0.266947457659929
"Zscan18",0.148872604098222,2.19600493290977,0.283851511134721,0.594187840384824
"Angptl6",0.0444837790150497,1.21842300840199,0.0103787624487026,0.918854932257331
"Esr1",0.19526070383364,1.92812786038305,0.350706626484251,0.553713398289804
"Mab21l2",-0.34174725395138,2.95700142735149,1.81261792628424,0.178194503847941
"Meox2",-0.229329972869243,1.47641496681391,0.0936306928152977,0.759611248556599
"Nxpe3",-0.0125669347736801,2.04511703145179,0.00191223246955996,0.965120358603311
"Pdlim3",0.307160077722947,1.55299441729612,0.604452105642514,0.436884370254716
"Pgf",-0.652532249842606,3.73787445710719,5.48209211127495,0.0192122515121854
"Tmem17",-0.131966989114655,1.99892679794493,0.217763857981533,0.640749054022575
"2310009B15Rik",-0.029478829977132,1.94556896954357,0.00849291877081182,0.926573275243032
"Acn9",0.0256142522117713,1.89193958697968,0.00885926913993584,0.925010901510298
"Chn1",0.18501087769386,2.53232567705116,0.361328622144788,0.547769277149714
"Gm12505",-0.6856143309473,3.58175661879874,6.85362629028216,0.00884615438401038
"Hey1",0.0683668920793146,3.07259164621358,0.0446461618989566,0.832656004367177
"Itga3",-0.110981308945084,3.23971600954369,0.160572668538819,0.688629821288857
"Lrp2",-0.399014926756839,3.21227365485347,1.97326869026464,0.16010133596569
"Lyrm1",0.120410554800215,2.30718090616365,0.220556141425309,0.638616492875734
"Ppm1h",-0.300196498810655,2.61056368476044,1.40500119731637,0.235887998713025
"Rpusd3",0.202874156251752,2.02665213411722,0.468968198018914,0.493462229014688
"Sp100",1.61141294300691,1.45682024539091,20.0364380839008,7.59804634700361e-06
"Tlr6",-0.09604165394677,2.26050119036975,0.142017948656216,0.70628308283135
"Zcchc18",0.421530327961415,1.80737109290486,1.82189643171324,0.177087705034705
"Zfp811",0.514443156957241,1.64046617418013,1.9330644104903,0.164423572566513
"2500004C02Rik",-0.0552870275602817,1.73590562174603,0.0368039733717955,0.847864704071417
"Abca6",-0.225218896482014,2.49749394512903,0.694237418299265,0.404726806527697
"Cdca7l",0.0208769978738685,2.07222779370228,0.0061641400589052,0.93742075510629
"Fyb",0.203255259417587,3.270316763095,0.342999219965641,0.558103110178366
"Isl1",0.272876738751722,2.69146328261879,0.724912454618124,0.394537247196261
"Kcnq1ot1",-0.169776697523106,2.45383971195169,0.1636047424916,0.685859171289293
"Larp1b",-0.413703333933196,3.68309204546797,2.41151949405852,0.120445404746897
"Lrrc56",0.139910376841891,1.80456783303057,0.173858363191093,0.67670527850746
"Lyrm9",0.351218210646582,1.85203325128722,1.26749425279181,0.260237283204838
"Nrip2",0.519199977201634,1.43421930868652,1.43660311487047,0.230689822207935
"R74862",-0.392507454666177,2.25553289260346,2.02454791145272,0.154774977895336
"Rab11fip1",-0.157853715966181,3.83408906026277,0.305403935655699,0.580514304724933
"Adrb2",0.00404807599794216,2.0028232903248,8.8222851388764e-05,0.992505818260729
"AK010878",-0.147456043341261,2.26838196856369,0.26322987229163,0.607909822019523
"Arv1",-0.106469523825021,2.09473780332253,0.143047112523099,0.705270366457527
"Baiap2l1",-0.0459120383042305,3.10286404728767,0.0231939670685914,0.878953750365425
"Bdh2",0.705397938750925,1.33595711930095,4.48994574062867,0.0340947597803699
"Camk1d",0.0396218945507096,3.316638419889,0.0333697062820391,0.855053997853328
"Chst1",-0.829541036976093,3.32797741701553,8.16538478839087,0.00426974144862676
"Hexim2",0.349323640008867,1.43616598728481,0.674928659912934,0.411338511103567
"Pcdh20",1.04454213363487,4.17428681708437,18.7167569172869,1.51643998327243e-05
"Pcdhb7",-0.00166016549679327,1.9887083354203,2.79330478791806e-05,0.995783062128965
"Pced1b",0.159154582955294,1.60676900854496,0.250332185531934,0.616841272498612
"Prnd",0.0265870564234021,4.25043221848008,0.00685639978208918,0.934007881303564
"Psmg4",0.12480748794848,2.26505063087873,0.16685222027633,0.682924626392811
"Wdr25",0.0451389802777523,2.27445329876879,0.02771626681914,0.867777622611898
"Zfp455",0.189220583548961,1.7823368673209,0.380835408293,0.537156478780817
"Ankrd13d",0.0390791527470899,1.96698644490136,0.0181343608464566,0.892877631787784
"Cadm2",0.227012714447742,1.6740132732014,0.224086697438834,0.635943547878005
"Ccbl1",-0.0974141682041638,2.41939126637504,0.15902877124574,0.690052281846479
"Cd180",0.0290274259216142,2.54493551884795,0.00376638801472495,0.951063822893879
"Clip4",-0.256927741000555,2.08813083910329,0.445833378051121,0.504320286948979
"Fam65b",0.322006169779355,2.05948597050984,0.717666205316233,0.396910504693678
"Icosl",-0.445544772127824,4.42860546550887,3.51578976280762,0.0607866793596774
"Itga2b",0.100373815842493,2.05498059287978,0.146420463872917,0.701979833299318
"Neil3",0.182535814734035,1.89546136129938,0.31780852629619,0.572927626272987
"Six2",-0.215571114149114,1.93654530460198,0.177063327866046,0.673909212176573
"Snhg7",0.317498318010578,1.89783076770172,1.11085382443271,0.291896421359752
"Ccdc84",0.15370367324355,1.92652079171236,0.285880695478595,0.592872451611381
"Dennd6b",0.229529217727202,1.87840677328584,0.545763130833326,0.460054063015173
"Fsd1",-0.107745796650667,1.65844340667101,0.092695728981016,0.760777665918317
"Fuom",-0.0537552205725404,1.52955508373202,0.025375170749955,0.873435783005128
"Hdx",0.0145269346073858,2.51984374986344,0.00346547211005799,0.953057038537446
"Klhdc9",0.0590807548514912,2.47481698485256,0.0446155761943814,0.832712487583658
"Pex10",0.340323945593075,2.26011150361011,1.8696229856377,0.171518265674163
"Prdm9",0.900242271239932,1.89043565345779,9.05067392729132,0.0026259800619291
"Rarres2",0.130838668812902,1.64441032021368,0.135135222403391,0.713165974051773
"Shc4",-0.249812656233698,2.88396114912992,1.27012954953408,0.259742377904492
"Spata24",0.0919396381972143,1.88863758741841,0.110005597091246,0.740137763686984
"Spock2",-0.0607925726310436,2.24145969535261,0.0385980056927542,0.844247201788947
"Tmem154",-0.0639510875013466,2.79238885170597,0.0799333483723959,0.777387755301283
"2410004N09Rik",-0.160309346191825,1.98685304676002,0.275887785476562,0.599409263176693
"2810001G20Rik",0.0512773677359695,1.83691965372333,0.0284289079797917,0.866104403660702
"AA415398",0.276692882537978,2.16488133338808,1.03522499006888,0.308934619234986
"Dand5",-0.0578132306247033,1.65089022693518,0.0272560880215975,0.868869854433562
"Lcor",0.233296051659406,2.32196319347126,0.794922112234802,0.372615924253403
"Oip5",0.0145521176093234,1.982188727856,0.00282261637042147,0.957629682328206
"Per2",0.35678899173265,2.91522075624434,2.06334373447627,0.150878775486448
"Prkcb",0.545745813496947,3.21704137973451,1.84896388675075,0.173903948563532
"Rab40b",-0.232844617979177,2.17729601172768,0.686246874336875,0.407443899136595
"Rnf113a1",-0.111446034034985,2.36205959263408,0.208451463124077,0.647983848053538
"Sat2",0.183650954164231,1.93134178959609,0.372898523705327,0.54142854809545
"Spata2l",0.429670164302188,2.50376925678983,3.22667057003732,0.0724478408225693
"Tekt2",0.363564334386405,1.85100394262669,1.42382308941269,0.232775164904509
"Tmc4",0.117039737576409,1.99960453659492,0.160019149500706,0.689138886917964
"Dna2",0.179383165219331,2.12547399553355,0.366401918211366,0.544972093210373
"Gin1",0.0996133810100577,1.83751927228628,0.0832920907695378,0.772884670223893
"Med18",-0.182149044707929,2.74271374019253,0.565521446790891,0.452044082813195
"Reep2",-0.00302491199230655,1.86107245930821,0.000128812895299646,0.990944542248122
"Tlr7",0.191538953292613,3.19298119321122,0.245354003310371,0.620365634355102
"Trmt13",-0.205559412609336,1.82246808392407,0.505399360704259,0.477137248660863
"Ube2ql1",0.114388770966224,2.71105446955754,0.223803506621083,0.636156994562647
"4930577N17Rik",0.118914559600695,1.93905794354102,0.198683240334514,0.655785802312977
"5530601H04Rik",0.062480256931172,2.21980621497022,0.0542657917568157,0.815800083112579
"AI854703",0.430192566478951,1.32995202112855,1.46147468126668,0.226695629243287
"Camk2n2",-0.316516538690976,3.4940842308016,1.4021802322076,0.236358869587462
